title,popularity,vote_count,mdb_id,vote_average,release_date,genre
2048: Nowhere to Run,11.27,167,475759,6.9,2017-09-14,sci-fi
Artemis Fowl,8.256,0,475430,0.0,2020-06-28,sci-fi
The End of Decay,0.6,1,475266,6.0,2017-04-06,sci-fi
The Cure,0.604,0,475258,0.0,2017-01-21,sci-fi
How It Ends,14.79,1204,475210,5.2,2018-07-13,sci-fi
"Goodbye, Charley",1.128,3,475041,5.7,2015-05-12,sci-fi
Ghastlies,0.84,1,474810,7.0,2016-12-16,sci-fi
Neon Parallel 1996,0.6,0,474751,0.0,2015-03-09,sci-fi
Alien: Covenant - Prologue: Meet Walter,3.4410000000000003,19,473958,6.4,2017-03-10,sci-fi
The Tree,0.6,0,473140,0.0,2013-09-01,sci-fi
2036: Nexus Dawn,7.029,192,473072,7.1,2017-08-29,sci-fi
Invader ZIM: Enter the Florpus,11.845999999999998,79,472983,7.4,2019-08-16,sci-fi
Space Boobs In Space,2.84,3,472945,5.3,2017-08-10,sci-fi
Quarantine,0.607,0,472849,0.0,2017-07-16,sci-fi
The Gateway,4.208,21,472744,5.5,2018-05-03,sci-fi
Zelos,0.81,0,472735,0.0,2015-06-19,sci-fi
The Last Man,4.42,14,472715,3.6,2018-09-06,sci-fi
Till Human Voices Wake Us,0.715,0,472713,0.0,2015-07-25,sci-fi
Fighting the Sky,2.657,4,472685,3.8,2018-10-05,sci-fi
Cold Ground,2.761,13,472591,4.5,2017-01-01,sci-fi
Aliens & Gufors,1.724,1,472493,3.0,2017-02-21,sci-fi
Lazer Team 2,4.242,15,472054,6.6,2017-11-13,sci-fi
Liquid Skies,0.6,0,472009,0.0,2012-01-18,sci-fi
Mechanical Man of the Moon,0.6,0,471997,0.0,2014-03-22,sci-fi
Attack of the Cyber Octopuses,0.6,2,471785,7.0,2017-08-02,sci-fi
Resident Evil: Red Falls,2.648,5,471664,6.4,2013-11-07,sci-fi
O2,2.709,0,471498,0.0,2021-12-31,sci-fi
World of Tomorrow Episode Two: The Burden of Other People's Thoughts,2.524,22,471495,8.0,2017-09-22,sci-fi
Daemonrunner,1.567,3,471467,6.7,2017-08-15,sci-fi
Fate,2.347,4,471424,5.3,2017-08-15,sci-fi
Femaliens: Seduction of the Species,1.235,0,471411,0.0,2017-08-15,sci-fi
Zane Plays: Proboid,0.6,0,471218,0.0,2017-08-16,sci-fi
At First Light,6.94,59,470894,5.9,2018-10-05,sci-fi
Stella Erratica,0.6,0,470868,0.0,2017-05-24,sci-fi
Laser Force,0.6,2,470706,3.5,2017-04-26,sci-fi
It's No Game,0.813,0,470636,0.0,2017-04-25,sci-fi
Rogue Warrior: Robot Fighter,3.6180000000000003,6,470458,5.8,2017-06-06,sci-fi
Muse,2.0269999999999997,6,470398,5.6,2018-09-09,sci-fi
The Great Machine,0.6,0,470323,0.0,2015-01-01,sci-fi
24 Hours to Live,14.715,364,470114,5.7,2017-10-26,sci-fi
Seeing Red,0.632,1,470061,5.0,2014-09-24,sci-fi
Memorial Engine,0.6,0,470060,0.0,2011-01-01,sci-fi
Judges,0.6,1,470042,5.0,2015-05-30,sci-fi
Kundalini,0.6,0,469862,0.0,2016-05-10,sci-fi
Amelia 2.0,4.813,14,469799,5.6,2017-08-04,sci-fi
The Cured,8.942,158,469721,5.4,2018-02-23,sci-fi
Snake Outta Compton,4.625,17,469715,3.1,2018-04-23,sci-fi
2021,0.6,0,469694,0.0,2013-10-03,sci-fi
Alien Reign of Man,3.9539999999999997,6,469523,3.7,2017-08-01,sci-fi
Field of Procession,0.6,0,469480,0.0,2016-01-01,sci-fi
Invasion of the Space Lobsters,0.8420000000000001,0,469477,0.0,2005-01-01,sci-fi
Altered Spirits,0.84,0,468842,0.0,2016-01-16,sci-fi
Earworm,0.6,0,468777,0.0,2016-06-18,sci-fi
The Space Between Us,1.699,12,468684,6.0,2015-06-21,sci-fi
AMP,0.664,2,468682,4.0,2013-08-07,sci-fi
Good Business,0.6,4,468447,7.6,2017-07-10,sci-fi
Filler!,0.6,1,468421,10.0,2008-05-02,sci-fi
Habana,0.631,1,468182,7.0,2014-01-01,sci-fi
Death and the Robot,0.6,1,468154,7.0,2013-01-01,sci-fi
Eschaton,0.6,1,468109,9.0,2016-07-27,sci-fi
One Small Step,0.6,0,468051,0.0,2017-07-16,sci-fi
Aliens vs. Titanic,4.675,5,467839,4.4,2017-09-18,sci-fi
Trailer Park Shark,4.086,6,467462,5.5,2017-08-02,sci-fi
Eddie,0.912,2,467352,7.0,2016-06-15,sci-fi
Alien Hunter,2.069,1,467174,5.0,2016-04-01,sci-fi
Creators: The Past,4.805,1,466994,9.5,2020-03-19,sci-fi
Shelved,0.6,1,466952,6.0,2012-07-13,sci-fi
Gnome Alone,14.189,107,466876,6.1,2017-11-02,sci-fi
Superhero Fight Club,3.233,20,466848,7.2,2015-04-13,sci-fi
Clara,6.586,54,466532,7.4,2018-11-30,sci-fi
Delete Beach,0.853,0,466526,0.0,2016-09-24,sci-fi
Interstates,0.603,0,466324,0.0,2016-10-25,sci-fi
Creepies 2,0.6609999999999999,0,466316,0.0,2005-06-22,sci-fi
Stuck In Time,0.6,1,466168,7.0,2016-04-01,sci-fi
Tales from the Crypt: New Year's Shockin' Eve,0.6,1,465762,10.0,2012-12-31,sci-fi
The Truth,0.6,1,465222,6.0,2014-05-31,sci-fi
Meltdown,1.224,1,465177,4.0,2014-08-16,sci-fi
The Howling,0.6,0,464880,0.0,2017-10-09,sci-fi
The Immortal Wars,4.838,6,464850,6.8,2018-08-18,sci-fi
Mad Genius,4.716,8,464742,6.1,2017-08-25,sci-fi
The Participants,0.6,1,464278,8.0,2015-08-01,sci-fi
Alienation,0.6,1,464272,7.0,2014-12-09,sci-fi
Zygote,5.82,80,464111,7.2,2017-07-12,sci-fi
Genesis,1.138,1,463945,2.0,2016-05-13,sci-fi
Spaceless,2.344,0,463828,0.0,2021-06-25,sci-fi
Firebase,5.191,75,463800,6.9,2017-06-28,sci-fi
Revenge of the Lost,1.936,2,463778,2.0,2017-06-21,sci-fi
Zombie Rights! (Short),0.6,0,463740,0.0,2003-07-17,sci-fi
Genesis,5.671,13,463325,4.5,2018-04-21,sci-fi
Navy SEALS v Demons,1.4,0,463260,0.0,2017-06-09,sci-fi
Outbreak Generation,0.606,0,463038,0.0,2017-06-14,sci-fi
Simple Creature,1.526,7,463025,6.6,2016-08-08,sci-fi
Perfect,4.84,4,462920,8.3,2019-05-17,sci-fi
Chronological Order,0.878,1,462493,7.0,2010-01-01,sci-fi
Entropy,1.682,1,462452,5.0,2017-05-11,sci-fi
Seat 25,2.998,6,462440,5.8,2018-10-20,sci-fi
Max Steel Turbo Team: Fusion Tek,1.829,1,462436,8.0,2016-10-09,sci-fi
On the Shoulders of Giants,0.926,0,462142,0.0,2012-01-01,sci-fi
House of Demons,2.2030000000000003,4,462035,3.8,2018-02-06,sci-fi
Hostile,6.638,121,461992,5.3,2018-03-08,sci-fi
Quarantine,0.607,0,461967,0.0,2015-02-08,sci-fi
Rakka,6.808,116,461955,7.1,2017-06-14,sci-fi
Metamorphosis of 'Men in Black',0.682,1,461916,6.0,2000-09-05,sci-fi
Canaries,3.679,10,461767,5.1,2017-08-26,sci-fi
Nano,1.757,1,461616,8.0,2017-06-12,sci-fi
William,4.971,4,461218,5.8,2019-04-12,sci-fi
Code 8,58.054,424,461130,6.2,2019-12-06,sci-fi
Toxic Shark,8.241,17,461108,4.7,2017-08-03,sci-fi
Life Is Strange: Directors' Commentary,1.4780000000000002,0,461022,0.0,2016-01-25,sci-fi
Retrofit,0.6,0,461001,0.0,2015-02-03,sci-fi
Alien Convergence,5.3870000000000005,25,460962,3.9,2017-06-27,sci-fi
Darken,3.014,2,460952,3.0,2017-11-26,sci-fi
Starship Troopers: Traitor of Mars,10.236,136,460790,5.6,2017-08-21,sci-fi
Interstellar Civil War: Shadows of the Empire,0.713,1,460616,4.0,2018-04-15,sci-fi
The Constant,0.6,0,460517,0.0,2016-09-01,sci-fi
I Decided to Leave,0.63,1,460455,6.0,2015-10-14,sci-fi
5 Headed Shark Attack,5.678,37,460218,3.6,2017-07-10,sci-fi
Stasis,9.557,120,460024,3.5,2017-06-02,sci-fi
Product Recall,0.6,1,460011,5.0,2016-12-01,sci-fi
Visit,0.6,1,459987,4.0,2010-01-31,sci-fi
Everything Beautiful Is Far Away,4.765,12,459974,7.0,2017-06-21,sci-fi
Alone in a Valley,0.615,0,459882,0.0,2017-05-31,sci-fi
Cream,1.3459999999999999,4,459802,7.0,2017-11-16,sci-fi
Broken Darkness,0.79,5,459795,3.1,2017-02-18,sci-fi
Dead and Alone,0.6,2,459645,7.5,2017-03-17,sci-fi
Anomaly,2.617,7,459471,3.1,2016-08-22,sci-fi
EI: Emotional Intelligence,0.6,0,459385,0.0,2016-01-01,sci-fi
The Kaos Brief,2.536,6,459181,4.6,2017-05-04,sci-fi
Z Rex The Jurassic Dead,3.063,7,459170,3.3,2017-04-15,sci-fi
Robot & Scarecrow,1.758,9,459139,7.8,2017-06-04,sci-fi
Reality Bleed-Through,0.6,0,458985,0.0,2008-10-02,sci-fi
626 Evolution,2.464,4,458679,4.0,2017-02-18,sci-fi
Juarez 2045,2.918,5,458478,3.4,2017-04-01,sci-fi
Y: The Last Man Rising,0.716,2,458473,5.0,2012-07-11,sci-fi
Vivarium,51.209,169,458305,5.7,2019-07-12,sci-fi
Abduct,1.85,6,458107,3.2,2016-05-01,sci-fi
Alien Nation,0.86,0,458055,0.0,2022-12-31,sci-fi
Zoe,10.595999999999998,212,458005,6.0,2018-07-19,sci-fi
Digital Physics,0.6,2,457984,6.0,2015-10-18,sci-fi
Kessler's Lab,1.145,1,457926,3.0,2017-02-05,sci-fi
The Receipt: Lost & Found,0.857,0,457804,0.0,2017-02-26,sci-fi
The Receipt: The Gift,0.6,0,457803,0.0,2017-02-26,sci-fi
Empire of the Sharks,8.838,21,457710,4.0,2017-06-21,sci-fi
Skate God,7.302,0,457706,0.0,2020-07-24,sci-fi
Alien Invasion: S.U.M.1,4.47,39,457665,4.9,2017-03-11,sci-fi
Alien: Covenant - Prologue: The Crossing,4.537,53,457491,6.3,2017-04-22,sci-fi
The Advent of Mebiar,0.6,0,457389,0.0,2018-01-17,sci-fi
Betaville,0.638,0,457222,0.0,2005-04-26,sci-fi
Future Farmer,0.6,0,457162,0.0,2008-08-01,sci-fi
I Was a Teenage Alien Mutant Cyborg,0.6,0,457044,0.0,2017-05-30,sci-fi
Elizabeth Harvest,9.237,104,457041,5.9,2018-08-10,sci-fi
Shallow Water,0.725,2,456561,3.5,2017-04-08,sci-fi
The Tank,3.928,5,456538,6.0,2017-07-27,sci-fi
Alien: Covenant - Prologue: Last Supper,5.695,49,456504,6.1,2017-02-22,sci-fi
Vengeance,0.6,0,456264,0.0,2015-06-24,sci-fi
Athena,0.6,0,456254,0.0,2017-04-24,sci-fi
The Fisherman,1.431,7,456253,5.3,2015-03-20,sci-fi
Strange Bird,1.775,0,456222,0.0,2017-04-23,sci-fi
Allegiance of Powers,3.094,2,456175,2.8,2016-01-01,sci-fi
Time Trap,13.357999999999999,135,455839,6.2,2017-05-19,sci-fi
Sign Gene,0.6,3,455534,3.0,2017-09-14,sci-fi
MutantLand,1.5030000000000001,7,455424,5.3,2010-06-01,sci-fi
Cain's Shadow,0.6,0,455239,0.0,2016-10-22,sci-fi
Journey,0.6,0,455234,0.0,2018-10-13,sci-fi
Yuri Lennon's Landing on Alpha 46,0.654,2,455169,3.0,2010-06-04,sci-fi
Conspiracy Theory,2.6260000000000003,4,454963,2.5,2016-01-29,sci-fi
The Cloud,0.6,0,454595,0.0,2015-09-01,sci-fi
Mark's Secret to Eternal Life,0.6970000000000001,1,454524,5.0,2013-11-01,sci-fi
Herbert West: Re-Animator,1.0070000000000001,5,454418,5.4,2017-08-11,sci-fi
First Man on Mars,1.038,2,454416,3.5,2016-09-27,sci-fi
T&A Time Travelers,1.735,1,454384,10.0,2017-03-13,sci-fi
Virgin Hunters 3: Agents of Passion,1.589,3,454379,8.0,2017-01-31,sci-fi
The World Ends With You,0.856,0,454160,0.0,2017-05-01,sci-fi
Alistair1918,0.6,0,454157,0.0,2016-07-21,sci-fi
Doctor Mabuse: Etiopomar,0.6,0,453836,0.0,2014-04-30,sci-fi
Doctor Mabuse,0.84,0,453803,0.0,2013-04-27,sci-fi
Escape,0.6,2,453792,8.0,2017-04-23,sci-fi
Eye of the Storm,0.6,0,453643,0.0,2011-02-02,sci-fi
Sublimate,0.6,0,453299,0.0,2016-01-01,sci-fi
Space Detective,0.965,2,453293,8.5,2017-01-04,sci-fi
The Rizen,4.484,8,453289,4.9,2017-01-01,sci-fi
Write A Book About It,0.6,1,453263,9.0,2010-04-13,sci-fi
The Privates,0.945,3,453080,8.0,2017-03-19,sci-fi
Brute Sanity,3.247,1,453076,10.0,2018-10-16,sci-fi
Alien Implant,3.375,13,452762,5.2,2017-04-14,sci-fi
Recon 2023: The Gauda Prime Conspiracy,0.901,1,452523,6.0,2009-11-24,sci-fi
PROTOTYPE,0.838,0,452322,0.0,2017-08-03,sci-fi
Extraction,0.6,0,452182,0.0,2015-11-03,sci-fi
Auroras,0.68,2,452132,7.0,2015-07-31,sci-fi
Purge,2.061,0,451940,0.0,2013-02-12,sci-fi
Cole,0.6,1,451932,5.0,2014-04-17,sci-fi
Time Freak,13.715,155,451925,6.3,2018-11-09,sci-fi
I Think We're Alone Now,9.808,115,451877,6.0,2018-09-14,sci-fi
Hyper Jump,0.6,0,451754,0.0,2017-09-25,sci-fi
Star Trek: Inside The Roddenberry Vault,1.4,1,451572,10.0,2016-12-05,sci-fi
Real Artists,0.977,2,451518,8.5,2017-03-02,sci-fi
3 Men,0.6,0,451337,0.0,2015-06-06,sci-fi
Extraordinary: The Stan Romanek Story,5.162999999999999,27,451197,5.2,2013-11-02,sci-fi
Ghosts vs. Aliens 02,0.6,0,451097,0.0,2003-04-07,sci-fi
Ghosts vs. Aliens,0.6,1,451096,4.0,2002-04-07,sci-fi
Ghost vs. Alien 03,0.6,0,451095,0.0,2007-06-25,sci-fi
Micro,1.2919999999999998,0,451079,0.0,2019-12-31,sci-fi
Love & Saucers,3.2489999999999997,6,450569,9.2,2017-12-12,sci-fi
Ironhorse,0.6559999999999999,0,450555,0.0,2010-03-18,sci-fi
Significance,0.6,1,450554,3.0,2015-10-07,sci-fi
Renegades: The Requiem: Part 1,0.6,2,450535,5.5,2017-02-02,sci-fi
Oasis,1.8519999999999999,17,450530,7.3,2017-03-17,sci-fi
SpaceDisco One,0.6,2,450499,4.5,2007-10-19,sci-fi
Youth,0.85,0,450319,0.0,2016-01-01,sci-fi
Space Race,0.687,0,450077,0.0,2019-04-01,sci-fi
White Lily,1.003,3,449946,6.3,2016-12-03,sci-fi
Tomorrow Ever After,0.698,1,449809,8.0,2017-04-28,sci-fi
White Witch of Devil's End,1.614,0,449693,0.0,2016-11-30,sci-fi
MT RUSH,0.6,0,449639,0.0,2016-10-05,sci-fi
The Beyond,8.662,75,449575,5.2,2018-01-09,sci-fi
2076 (Elegy),0.6,0,449570,0.0,2016-05-01,sci-fi
2036 Origin Unknown,10.555,105,448916,4.8,2018-06-08,sci-fi
The Discovery of Alan Hindley,0.6,0,448870,0.0,2016-03-17,sci-fi
The Amazing Ape,2.325,0,448630,0.0,2017-03-28,sci-fi
Yesterday Last Year,0.6,0,448490,0.0,2017-04-26,sci-fi
Strange Beasts,0.85,6,448481,6.5,2017-03-19,sci-fi
L.I.P.S.,0.6,0,447990,0.0,2016-07-29,sci-fi
Crops,0.6,0,447966,0.0,2006-04-20,sci-fi
Consciousness,0.6,0,447959,0.0,2017-03-15,sci-fi
Carnage: Swallowing the Past,3.916,21,447758,7.3,2017-03-19,sci-fi
Megaplex,0.6,0,447461,0.0,2016-05-23,sci-fi
Guardians of the Galaxy Vol. 3,12.095,0,447365,0.0,2023-02-16,sci-fi
Taking Earth,3.035,24,447352,3.8,2017-05-01,sci-fi
"In the Future, They Ate from the Finest Porcelain",0.6,1,447108,5.0,2015-01-01,sci-fi
Hong Kombat,0.6,0,447057,0.0,2007-11-25,sci-fi
Eclipse,0.6,0,446928,0.0,2015-06-01,sci-fi
Prodigy,7.938,65,446827,6.5,2017-03-04,sci-fi
Goodbye Blue Sky,1.035,2,446790,8.0,2017-03-10,sci-fi
Space Babes from Outer Space,3.437,6,446680,4.2,2017-05-20,sci-fi
96 Souls,3.9,5,446594,4.4,2016-06-03,sci-fi
Dr0ne,0.7070000000000001,1,446535,9.0,2012-08-30,sci-fi
Psychon Invaders,0.6679999999999999,1,446448,2.0,2006-01-01,sci-fi
Time Toys,3.49,20,446216,5.8,2017-03-04,sci-fi
Appellation,0.6,1,445890,7.0,2016-10-23,sci-fi
Alterscape,1.81,8,445872,2.9,2017-07-15,sci-fi
Black Wake,3.617,5,445867,4.0,2018-08-07,sci-fi
Tartarus,0.6,1,445759,5.0,2005-05-18,sci-fi
Brainiac,0.84,2,445680,5.0,2004-01-01,sci-fi
Reptisaurus,1.736,3,445643,3.0,2009-01-01,sci-fi
The Terrible Thing of Alpha-9!,0.6,4,445338,8.3,2009-01-01,sci-fi
Bridgebuilders,0.6,1,445308,6.0,2015-03-19,sci-fi
The Greater Evil,0.85,0,445089,0.0,2015-09-27,sci-fi
The Water Tower,0.6,2,444971,10.0,2013-08-27,sci-fi
Alien Abduction,0.6,0,444922,0.0,2004-01-01,sci-fi
Beautiful Dreamer,1.4,1,444915,8.0,2016-06-10,sci-fi
Future Boss,0.6579999999999999,0,444719,0.0,2013-09-29,sci-fi
Sync,0.6,1,444639,5.0,2014-10-27,sci-fi
Project Eden: Vol. I,2.0540000000000003,4,444595,6.0,2017-08-02,sci-fi
Sequence Break,5.019,19,444490,3.7,2017-07-18,sci-fi
No Horizon,0.6,0,444171,0.0,2013-09-01,sci-fi
Zombies Have Fallen,3.017,1,444135,2.0,2017-04-01,sci-fi
The Problemless Anonymous,0.6,3,444106,6.3,2016-03-29,sci-fi
Imitation Girl,4.268,13,443659,5.3,2017-03-04,sci-fi
Alien vs Predator Redemption,1.469,1,443472,5.0,2015-08-16,sci-fi
Moontrap: Target Earth,7.256,18,443297,3.3,2017-02-07,sci-fi
Captain Valedor,0.6,0,443274,0.0,2006-04-09,sci-fi
Voile Noir,0.6,0,443246,0.0,2013-01-18,sci-fi
Oceans Rising,8.695,46,443109,3.8,2017-01-17,sci-fi
Hecatomb,0.951,0,442519,0.0,2017-12-30,sci-fi
Losers,0.6,0,442289,0.0,2014-06-24,sci-fi
Pulse,1.093,4,442117,4.8,2016-08-27,sci-fi
Half-Life: Singularity Collapse,0.6,0,442067,0.0,2011-07-12,sci-fi
The Little Vampire 3D,9.532,62,442056,6.4,2017-10-04,sci-fi
Less than Human,0.667,5,442018,6.2,2017-02-15,sci-fi
Parallel Lines,0.6,0,442010,0.0,2014-01-01,sci-fi
Tympanum,0.6,0,442007,0.0,2012-02-29,sci-fi
Team Thor: Part 2,8.237,159,441829,7.4,2017-02-14,sci-fi
The New Politics,0.6,3,441713,5.0,2016-09-03,sci-fi
Space Travelers: The Animation,0.6,0,441707,0.0,2000-06-23,sci-fi
Space Station No.9,0.6,0,441687,0.0,2005-05-01,sci-fi
Ghost Forest,0.6,0,441658,0.0,2013-12-01,sci-fi
Dust,0.6,0,441497,0.0,2010-10-02,sci-fi
Fray,0.6,0,441495,0.0,2015-08-19,sci-fi
Lifted,0.996,2,441465,4.5,2015-04-20,sci-fi
Light of My Life,12.765,153,441183,6.6,2019-08-09,sci-fi
Future '38,1.4,1,441091,5.0,2017-12-01,sci-fi
The Night The Moon Fell,0.892,0,440962,0.0,2015-07-22,sci-fi
Butterfly Dust,0.877,1,440898,10.0,2014-08-25,sci-fi
Sheborg Massacre,1.757,7,440876,4.4,2016-07-04,sci-fi
Caleb,0.6,2,440867,5.0,2015-07-21,sci-fi
Galaxy of Horrors,3.873,24,440775,5.0,2017-03-07,sci-fi
Terry Pratchett: Back in Black,1.876,3,440719,7.7,2017-02-11,sci-fi
Sorice,0.6,0,440652,0.0,2016-10-31,sci-fi
Like a Bat Outta Hell,1.256,2,440294,3.0,2013-04-28,sci-fi
2 Years of Summer,0.6,1,440107,5.0,2011-04-05,sci-fi
The Machine Stopped Working,0.6,0,440092,0.0,2014-04-16,sci-fi
Out Of The Fog,0.843,0,440056,0.0,2009-07-02,sci-fi
Versorium,0.812,0,439668,0.0,2017-02-03,sci-fi
We All Fall Down: Part One,0.6,1,439585,8.0,2017-02-05,sci-fi
Battlestar Galactica: The Lowdown,1.461,4,439369,7.5,2003-12-08,sci-fi
Agent,3.332,7,439123,6.6,2017-02-03,sci-fi
Chronotrip,0.665,0,439092,0.0,2002-02-15,sci-fi
Sharknado 5: Global Swarming,13.13,173,438970,4.5,2017-08-06,sci-fi
Dark Resonance,1.65,1,438871,2.0,2016-01-28,sci-fi
Legend of the Blue Hole,1.4,2,438812,8.8,2004-05-17,sci-fi
Slice of Life,1.4,1,438659,10.0,2019-06-09,sci-fi
Dune,12.487,0,438631,0.0,2020-12-17,sci-fi
A-X-L,15.058,548,438590,5.8,2018-08-23,sci-fi
Stellar Moves - The Story of Pluto,0.6,0,438540,0.0,2015-05-31,sci-fi
Seahawks vs. Monsters,0.6,0,438530,0.0,2015-11-08,sci-fi
The Narrow World,0.826,5,438002,5.0,2017-01-25,sci-fi
The Twelve Parsec Stare,0.6,1,437989,5.0,2015-06-12,sci-fi
TANK S.W.A.T. 01,0.637,1,437525,1.0,2006-03-24,sci-fi
Friend of the World,2.325,0,437518,0.0,2020-12-31,sci-fi
Cold Zone,5.809,22,437463,4.3,2017-05-16,sci-fi
Third Guest,0.6609999999999999,0,437122,0.0,2016-08-30,sci-fi
Oceanus: Act One,0.9209999999999999,2,436851,7.0,2015-07-23,sci-fi
Incontrol,5.528,8,436370,5.7,2017-08-27,sci-fi
Radius,7.817,236,436274,6.2,2017-08-25,sci-fi
Reset,0.6,0,436218,0.0,2014-12-12,sci-fi
Flight From Defender 1985,0.6,0,436197,0.0,2016-11-12,sci-fi
The Old Republic: Rescue Mission,0.6,1,436106,6.0,2015-10-22,sci-fi
La lisière - The Edge,0.6,0,435700,0.0,2015-07-22,sci-fi
Possessor,5.625,0,435615,0.0,2020-01-25,sci-fi
Inside 'The Hitchhiker's Guide to the Galaxy',0.7070000000000001,0,435565,0.0,2005-07-05,sci-fi
Twenty Twenty-Four,2.239,6,435350,5.0,2017-02-05,sci-fi
Replace,3.677,19,434986,5.1,2017-09-02,sci-fi
Made In Taiwan,0.6,1,434894,9.0,2016-03-03,sci-fi
Inverse,0.963,1,434796,6.0,2014-02-09,sci-fi
Robinson Crusoe: The Great Blitzkrieg,0.688,0,434513,0.0,2008-10-10,sci-fi
Replica,1.578,1,434510,1.0,2005-04-01,sci-fi
Last day of war,0.6,1,434161,4.0,2016-03-16,sci-fi
Cable: Chronicles of Hope,0.639,1,433862,5.0,2016-10-30,sci-fi
Star Raiders: The Adventures of Saber Raine,6.257999999999999,12,433829,3.6,2017-05-08,sci-fi
They Call Me Superseven,0.6,0,433712,0.0,2016-01-15,sci-fi
All Superheroes Must Die 2: The Last Superhero,0.71,3,433711,4.3,2016-06-19,sci-fi
Out of Time,0.6,0,433708,0.0,2011-04-17,sci-fi
The Modular Body,0.6,0,433616,0.0,2016-04-13,sci-fi
A Lone Man Wanders,0.6,0,433392,0.0,2016-10-27,sci-fi
Scavengers,1.599,5,433281,8.6,2016-08-22,sci-fi
IO,16.055999999999994,862,433249,4.8,2019-01-18,sci-fi
Ctrl Alt Delete,2.282,0,433057,0.0,2016-09-15,sci-fi
Giantess Attack,2.279,2,432467,4.5,2017-05-01,sci-fi
Again,0.6,0,432390,0.0,2016-04-03,sci-fi
Star Wars Downunder,1.276,2,432038,5.0,2013-11-18,sci-fi
Angels & Ghosts,0.6,0,431865,0.0,2013-12-01,sci-fi
Triclops,0.6,0,431849,0.0,2016-09-12,sci-fi
Essex Spacebin,1.866,0,431503,0.0,2016-12-20,sci-fi
Augmented,0.6,2,431340,5.5,2016-01-01,sci-fi
Susana se está muriendo,0.6,1,431228,6.0,2013-12-21,sci-fi
Inhumanwich!,1.151,1,431109,6.0,2016-12-15,sci-fi
Chains,0.6,0,431101,0.0,2009-02-01,sci-fi
The Lobster Circle,0.6,1,431002,8.0,2016-11-30,sci-fi
Lone Wolves,2.987,9,430419,3.3,2016-12-13,sci-fi
Illegal Aliens,0.6,1,430335,6.0,2016-10-27,sci-fi
Zaire,0.6,0,429953,0.0,2016-10-16,sci-fi
Hold,0.6,0,429944,0.0,2014-09-11,sci-fi
The Legend of Cooley Moon,0.6,0,429770,0.0,2012-12-07,sci-fi
The Void,1.252,3,429713,5.3,2016-11-08,sci-fi
Mind Blown,5.271,17,429691,4.1,2016-01-01,sci-fi
Drone Wars,4.022,14,429524,3.0,2016-03-30,sci-fi
Rogue,0.6,0,429514,0.0,2015-05-12,sci-fi
Extinction,13.86,1015,429415,5.9,2018-07-26,sci-fi
Sovereign,2.9139999999999997,0,429414,0.0,2021-12-31,sci-fi
Calling Occupants,1.224,1,429233,5.0,2016-01-01,sci-fi
Kounterclockwise in Forever-Land,1.085,2,429187,8.0,2014-03-09,sci-fi
Swallowtail,0.6,0,429148,0.0,2016-12-06,sci-fi
Anti Matter,5.687,68,429101,6.0,2016-09-26,sci-fi
Myosis,1.24,3,429052,5.3,2014-09-06,sci-fi
The Last Abduction,0.6,0,429021,0.0,2015-06-04,sci-fi
Infinity Chamber,9.327,95,428948,6.4,2016-12-03,sci-fi
Drink,1.133,1,428930,8.0,2014-01-01,sci-fi
Unaired,0.6,1,428673,2.0,2010-08-12,sci-fi
Melpomenos,0.8109999999999999,0,428571,0.0,2013-01-01,sci-fi
Bikini Girls v Dinosaurs,1.5,2,428444,6.0,2014-03-21,sci-fi
Never Open the Door,3.3960000000000004,7,428282,5.0,2014-12-01,sci-fi
Prodigal,0.961,1,428024,5.0,2011-09-01,sci-fi
Dream Girl,1.472,1,427928,6.0,2016-11-22,sci-fi
The Wish,0.6,0,427914,0.0,2012-01-01,sci-fi
Black Hollow Cage,4.785,21,427253,6.0,2017-12-07,sci-fi
Otis N' Dwayne,0.715,0,427007,0.0,2013-01-01,sci-fi
Time Quest,0.6,0,426914,0.0,2014-12-31,sci-fi
Split Ticket,0.6,0,426868,0.0,2016-11-05,sci-fi
UFO,10.397,157,426865,6.2,2018-09-04,sci-fi
Sera's Chronicles: The Prologue,0.6,0,426681,0.0,2012-07-19,sci-fi
Bad Kids of Crestview Academy,5.8610000000000015,26,426580,5.2,2017-01-13,sci-fi
Lost Boy,0.633,1,426354,5.0,2016-11-16,sci-fi
Aliens: Zone-X,2.191,0,426323,0.0,2015-08-15,sci-fi
M.A.M.Ó.N.: Monitor Against Mexicans Over Nationwide,0.79,4,426273,5.3,2016-10-30,sci-fi
Into the Void,0.6,0,426268,0.0,2000-06-02,sci-fi
Electric City,1.761,3,426128,6.3,2012-07-17,sci-fi
Virgin Hunters 2,4.145,2,426070,7.5,2016-10-07,sci-fi
Ghostbusters: Afterlife,7.943,0,425909,0.0,2021-03-04,sci-fi
The Prototype,2.207,0,425906,0.0,2018-04-15,sci-fi
Luna Park,2.177,0,425902,0.0,2022-12-31,sci-fi
Driller,1.59,1,425882,3.0,2006-10-11,sci-fi
The Fitzroy,2.7889999999999997,5,425840,8.9,2017-01-01,sci-fi
The Last Scout,5.336,20,425827,4.3,2017-07-17,sci-fi
Blood Mercury,0.6,0,425760,0.0,2014-10-17,sci-fi
Gothic Assassins Redux,1.431,0,425619,0.0,2016-10-01,sci-fi
I Am Alone,0.6,0,425565,0.0,2016-04-26,sci-fi
