,title,popularity,vote_count,id,vote_average,release_date,genre_ids
13,Dr. Easy,1.2790000000000001,3,205492,6.0,2013-06-20,[878]
14,Dark Space,4.966,21,205466,3.9,2013-01-15,[878]
15,Strange Frame: Love & Sax,4.875,8,205392,5.3,2012-05-03,"[28, 16, 878, 10749]"
16,Rauða Hettan,0.883,0,205346,0.0,2013-03-10,"[12, 14, 878]"
17,Sharknado,14.617,1035,205321,3.9,2013-07-11,"[28, 12, 35, 878, 10770]"
18,Stardust,1.0270000000000001,5,205135,6.4,2013-07-04,"[16, 878]"
19,Independence Daysaster,4.755,44,205126,4.2,2013-06-27,"[28, 878]"
0,Codename: Kids Next Door - Operation Z.E.R.O.,9.425,18,205081,7.1,2006-08-10,"[16, 878, 10770]"
1,Rock Jocks,3.849,9,204779,4.8,2013-06-25,"[35, 878]"
2,Stomp! Shout! Scream!,0.6,0,204609,0.0,2005-10-21,"[27, 10402, 878]"
3,Avenging Force: The Scarab,2.74,4,204240,1.9,2010-04-25,"[28, 878]"
4,Rock 'n' Roll Space Patrol Action Is Go!,1.374,1,204083,1.0,2005-10-04,"[28, 35, 878]"
5,The Mark: Redemption,1.726,3,203591,2.8,2013-01-01,"[28, 14, 878]"
6,Atlantic Rim,0.6,64,203351,2.4,2013-07-09,"[28, 878]"
7,Dreamland,1.504,1,203277,6.0,2009-08-05,[878]
8,The Hunt,0.6,0,203163,0.0,2011-11-19,[878]
9,The Sea of Perdition,1.112,5,202590,5.0,2006-10-12,[878]
10,Unaware,3.407,13,202244,4.1,2013-03-12,"[878, 27]"
11,Real Playing Game,2.866,18,202214,4.2,2013-08-28,"[878, 28, 12]"
12,AniMen: The Galactic Battle,1.331,2,202147,3.5,2012-01-01,"[878, 16, 12]"
13,Emit,0.8079999999999999,0,202105,0.0,2013-04-14,[878]
14,ReBoot - My Two Bobs,2.192,2,201773,7.5,2001-11-25,"[16, 14, 878]"
15,Strange Frequency,2.7430000000000003,2,201430,5.5,2001-01-24,"[35, 14, 27, 878]"
16,Infinite,0.6,0,201274,0.0,2012-08-25,"[18, 878]"
17,Altered Species,4.0280000000000005,5,200803,2.4,2001-09-01,"[27, 878]"
18,Hyakujuu Sentai Gaoranger: The Fire Mountain Roars,2.971,4,200755,4.6,2001-09-22,"[28, 12, 878]"
19,Actium Maximus,3.173,4,200673,1.3,2005-01-01,[878]
0,Kara,2.394,16,200558,6.8,2012-05-08,"[16, 18, 878]"
1,GoGo Sentai Boukenger The Movie: The Greatest Precious,1.745,3,200431,3.8,2006-08-05,"[28, 12, 878]"
2,Descent,3.929,10,200356,4.3,2005-05-20,"[878, 10770]"
3,Memory Sculptor,0.845,0,200299,0.0,2013-02-03,[878]
4,Disconnect,2.383,4,200094,6.3,2010-08-06,"[80, 9648, 878, 53]"
5,Viral Assassins,0.857,2,199659,2.5,2000-10-05,"[18, 878]"
6,Patrick,8.43,101,199578,4.9,2013-10-15,"[27, 878, 53]"
7,These Final Hours,7.595,330,199575,6.5,2014-07-31,"[18, 878, 53]"
8,Ingénue,0.679,0,198892,0.0,2013-06-02,[878]
9,Battle Earth,2.323,6,198384,5.2,2013-05-28,"[10752, 878]"
10,Kernel Panic,0.6,0,198020,0.0,2012-08-28,[878]
11,AE: Apocalypse Earth,8.164,32,197624,3.9,2013-05-28,"[878, 10770]"
12,Alibaba and 40 Thieves,0.6,0,196837,0.0,2004-12-10,"[28, 12, 18, 878]"
13,Stranded,7.0870000000000015,81,196830,3.6,2013-05-22,"[27, 878]"
14,Sex Files: Alien Erotica II,3.22,2,195655,5.5,2000-10-07,"[10749, 878]"
15,Re-Generator,2.141,1,194834,1.0,2010-01-23,"[28, 878]"
16,Expo,0.6,1,194235,6.0,2012-05-20,"[18, 878]"
17,Project Kronos,0.6,0,194233,0.0,2013-04-29,[878]
18,Piercing Brightness,2.005,4,193986,3.4,2013-06-01,"[18, 878]"
19,Lucky Day Forever,0.7340000000000001,4,192896,6.5,2011-05-11,"[16, 878]"
0,Age of Dinosaurs,7.682,58,192813,4.2,2013-05-11,"[28, 878]"
1,Room 8,2.225,27,191850,7.8,2013-04-24,"[18, 14, 878, 53]"
2,Blood Dragon: The Cyber War,0.6,0,191602,0.0,2013-04-15,"[28, 878, 10752]"
3,Judge Minty,1.812,6,191538,7.3,2013-05-05,[878]
4,Sol,1.589,2,191231,3.0,2012-04-18,[878]
5,Brink,0.6,0,190661,0.0,2010-08-01,"[18, 878]"
6,Still Life,1.69,21,190638,6.9,2005-09-10,"[27, 878]"
7,Territory 8,2.099,11,190625,2.6,2014-03-20,"[28, 18, 878]"
8,Reptilicant,2.567,1,190392,7.0,2006-06-13,"[28, 27, 878]"
9,ABE,2.955,41,190250,6.0,2013-04-16,"[878, 53]"
10,Remigration,1.461,0,189911,0.0,2011-03-31,"[18, 878]"
11,All Flowers in Time,0.6,2,189409,2.0,2010-04-09,"[14, 27, 878]"
12,T82 Super Sonic Tonemaker,1.215,0,189400,0.0,2012-08-31,"[10402, 878]"
13,Ripper 2: Letter from Within,3.951,5,189353,2.6,2004-08-03,"[27, 53, 878]"
14,Atomica,6.474,52,188924,4.8,2017-03-17,"[878, 53]"
15,Space Warriors,4.468,23,188507,4.8,2013-04-26,"[12, 878, 10751]"
16,Birdemic 2: The Resurrection,6.2170000000000005,62,188489,2.2,2013-04-09,"[28, 35, 27, 878]"
17,Mahou Sentai Magiranger vs. Dekaranger,2.181,5,188295,5.0,2006-03-10,"[28, 12, 878]"
18,Pizza Man,3.107,4,188089,5.5,2011-06-15,"[28, 878]"
19,Kamen Rider × Super Sentai: Super Hero Taihen – Who’s the culprit?!,2.101,3,187916,5.5,2012-04-01,"[28, 12, 35, 878]"
0,Robosapien: Rebooted,6.16,34,187462,5.6,2013-04-01,"[12, 18, 878, 10751]"
1,Biting Elbows: Bad Motherfucker,2.086,27,186835,7.4,2013-03-18,"[28, 10402, 878]"
2,Vacuity,0.7809999999999999,3,186823,5.3,2012-04-30,"[18, 878]"
3,Dust of War,2.71,2,185472,3.3,2013-07-18,"[28, 878]"
4,Battle of the Damned,8.74,66,185471,4.9,2013-07-25,"[28, 878, 12]"
5,After the World Ended,0.716,2,185470,9.0,2015-01-08,"[18, 878]"
6,The Human Race,4.735,97,185267,5.1,2013-04-10,"[28, 27, 878]"
7,Pig,3.002,12,185248,6.0,2011-04-16,"[18, 9648, 878, 53]"
8,Battledogs,0.6,35,184712,4.6,2013-04-05,"[28, 27, 878]"
9,Quarantine L.A.,5.528,13,184710,4.0,2013-03-09,"[27, 878]"
10,Awaken,2.024,9,184440,6.6,2013-04-09,"[18, 878, 10749]"
11,Justice League: The Flashpoint Paradox,12.265999999999998,839,183011,7.6,2013-07-28,"[28, 12, 16, 14, 878]"
12,The Candidate,1.1440000000000001,6,182237,8.2,2011-08-24,"[18, 27, 878]"
13,100 Degrees Below Zero,6.039,51,182228,3.7,2013-03-29,"[28, 878]"
14,Population 2,4.8919999999999995,8,182020,2.4,2012-01-01,"[18, 878]"
15,Grayson,1.5319999999999998,17,181911,7.0,2004-07-24,"[28, 14, 878]"
16,Alien 51,1.25,2,181425,3.0,2004-02-01,"[27, 878]"
17,It Came From Another World!,1.929,1,180911,1.0,2007-05-09,"[27, 878]"
18,Displaced,1.807,4,180476,2.4,2006-03-26,"[28, 878]"
19,Atomic Brain Invasion,1.591,1,179672,6.0,2010-01-01,"[35, 27, 878]"
0,The Colony,12.082,701,178809,5.2,2013-04-12,"[28, 27, 878]"
1,Maximum Shame,1.5719999999999998,4,178122,2.0,2010-01-01,"[14, 27, 10402, 878]"
2,Flying Monkeys,5.871,16,177146,4.6,2013-03-09,"[14, 27, 878]"
3,Found in Time,2.94,7,177112,4.6,2012-10-05,"[878, 53]"
4,+1,8.038,145,176068,5.3,2013-09-20,"[878, 53]"
5,Europa Report,10.9,820,174772,6.2,2013-06-27,"[878, 53]"
6,Reign in Darkness,1.111,4,172807,2.9,2002-11-05,"[28, 27, 878]"
7,500 MPH Storm,5.729,34,172767,4.3,2013-02-28,"[28, 12, 18, 878, 53, 10770]"
8,End of the World,3.982,30,172721,4.3,2013-02-22,"[28, 12, 35, 878]"
9,Sync,1.88,2,171645,7.5,2014-02-11,"[28, 878]"
10,HENRi,1.426,6,171542,7.8,2013-02-26,"[18, 878]"
11,Earthbound,2.418,8,170349,4.3,2013-03-15,"[35, 14, 878, 10749]"
12,Zygon: When Being You Just Isn't Enough,1.659,0,170075,0.0,2008-02-01,"[28, 12, 18, 14, 27, 878]"
13,The Frankenstein Theory,3.825,46,169865,4.1,2013-03-01,"[27, 878]"
14,"Angel, Alien and UFO Encounters from Another Dimension",0.845,0,169557,0.0,2012-01-01,"[99, 878]"
15,H.G. Wells' The War of the Worlds,2.67,8,169230,5.4,2005-06-13,"[878, 53]"
16,LFO,1.732,12,168758,6.8,2013-09-20,"[18, 878]"
17,Cabás,0.6,0,168344,0.0,2012-11-15,"[18, 878]"
18,Space Milkshake,5.24,21,167948,5.9,2012-10-26,"[35, 878]"
19,Hibernation,0.84,2,167410,9.0,2005-02-10,"[18, 14, 878]"
0,The Wicksboro Incident,3.698,8,167078,4.1,2003-02-25,"[27, 878, 53]"
1,Big Ass Spider!,14.865,135,166822,5.5,2013-10-17,[878]
2,Jurassic Attack,5.224,26,166660,3.7,2012-02-22,"[28, 878]"
3,Alpha Girls,4.035,5,166343,4.2,2013-08-31,"[28, 27, 878]"
4,Blood Predator,1.841,1,166080,2.0,2007-01-05,"[27, 878]"
5,Baby Geniuses 3: Baby Squad Investigators,3.63,12,165340,3.5,2013-02-03,"[35, 878, 10751]"
6,Abiogenesis,1.163,13,165181,5.4,2011-09-29,"[878, 16]"
7,Outpost: Rise of the Spetsnaz,4.205,29,164377,5.4,2013-06-26,"[28, 27, 878]"
8,Spiders,6.7970000000000015,77,164331,4.1,2013-02-08,"[878, 53]"
9,"C 299,792 km/s",0.9570000000000001,3,163829,9.3,2013-01-28,[878]
10,The Centrifuge Brain Project,0.809,8,163703,7.4,2012-11-15,"[35, 878]"
11,In the Pines,0.6,1,163380,5.0,2011-01-01,"[18, 878]"
12,The Universe: How the Solar System was Made,0.636,0,162024,0.0,2011-11-08,"[99, 36, 878]"
13,The Universe: Nemesis - The Sun's Evil Twin,0.8740000000000001,1,162023,5.0,2011-11-01,"[99, 36, 878]"
14,The Oxbow Cure,1.186,3,161672,5.5,2013-08-23,"[18, 27, 878]"
15,Dangerous Worry Dolls,4.663,13,161326,3.6,2008-01-22,"[27, 878]"
16,Hyperfutura,1.6469999999999998,2,161250,2.0,2013-01-18,[878]
17,Tasmanian Devils,4.197,18,160697,4.1,2013-01-31,"[14, 27, 878, 10770]"
18,R'ha,1.9609999999999999,26,159370,6.2,2013-01-10,"[878, 16]"
19,Virtually Heroes,2.822,0,159124,0.0,2013-01-18,"[28, 35, 14, 878, 10752]"
0,Survival Code,3.907,19,158106,5.4,2013-01-11,"[28, 878]"
1,Do You Have a Licence to Save this Planet?,0.6,0,157911,0.0,2001-01-01,"[35, 14, 878]"
2,Death Race: Inferno,12.789,421,156717,5.5,2013-01-04,"[28, 878, 53]"
3,I Heart Doomsday,1.094,0,155740,0.0,2011-10-01,"[35, 878, 10749]"
4,Fractalus,1.4,0,155418,0.0,2005-12-21,"[18, 878]"
5,Overtime,1.819,5,155182,5.7,2012-01-29,"[35, 27, 878]"
6,Aero-Troopers: The Nemeclous Crusade,3.655,0,154706,0.0,2003-01-01,"[16, 878]"
7,PLURALITY,1.595,12,153701,6.0,2012-05-31,[878]
8,Memorize,0.6,2,153540,6.0,2013-01-01,[878]
9,Deep Freeze,3.34,9,152586,3.4,2003-01-01,"[28, 27, 878]"
10,Nuclear Family,3.16,5,152348,2.8,2012-10-15,[878]
11,Collision Course,4.669,17,151092,3.9,2012-03-27,"[28, 878]"
12,Dirty Blondes from Beyond,10.187,3,150793,5.2,2012-05-04,"[35, 878]"
13,Prometheus Trap,2.19,3,150061,2.2,2012-01-01,[878]
14,Subterano,1.423,4,150060,2.8,2003-01-01,[878]
15,PostHuman,2.579,7,150059,6.1,2012-04-13,"[28, 878, 16, 53]"
16,Jim,0.6,0,149874,0.0,2010-10-08,[878]
17,The 12 Disasters of Christmas,4.997,28,149722,3.1,2012-12-02,"[28, 878, 10770]"
18,Voice Over,2.311,14,149535,7.0,2011-11-23,"[18, 878]"
19,Blake's Junction 7,0.708,2,149450,7.0,2005-01-22,"[35, 878]"
0,War of the Worlds the True Story,2.262,7,149234,4.3,2012-06-14,"[28, 27, 878]"
1,Easton's Article,2.6060000000000003,7,148343,5.1,2012-06-09,"[18, 878, 53]"
2,Cat Scratch Fever,0.6409999999999999,0,147333,0.0,2012-06-02,"[35, 878]"
3,Another Kind,3.09,5,147182,5.0,2013-11-23,"[18, 878]"
4,Dweller,0.6,1,147061,8.0,2001-08-04,"[27, 878]"
5,U.F.O.,8.068999999999999,76,146631,3.2,2012-12-15,"[28, 12, 35, 27, 878]"
6,Ghost Storm,3.65,11,146028,4.4,2012-11-10,"[28, 27, 878, 10770]"
7,The Penitent Man,2.605,12,145932,5.3,2010-03-29,"[18, 878]"
8,40 Days and Nights,6.7920000000000025,41,145738,3.0,2012-12-15,"[28, 12, 878, 53]"
9,The Liberator,0.6,0,145717,0.0,2012-01-01,"[28, 878, 18]"
10,Monsters: Dark Continent,8.762,163,145221,4.4,2014-10-09,"[18, 878, 53]"
11,Robot Chicken: DC Comics Special,3.799,21,145174,7.8,2012-09-09,"[16, 35, 878]"
12,Rise of the Black Bat,3.272,8,145161,5.4,2012-12-06,"[28, 878]"
13,I Am the Bluebird,0.6,0,144342,0.0,2009-04-07,"[878, 18]"
14,Blood Red Planet,1.6159999999999999,1,144086,6.0,2000-07-31,"[27, 878]"
15,Rat Scratch Fever,2.48,1,143192,4.0,2011-02-26,"[27, 878]"
16,A Number,1.393,6,142743,6.3,2008-09-10,"[18, 878]"
17,95ers: Time Runners,3.3989999999999996,26,142391,4.1,2013-02-14,"[878, 53]"
18,Power Rangers Samurai: Clash of the Red Rangers - The Movie,4.305,15,141867,7.0,2011-11-26,"[28, 35, 878]"
19,Alienate,5.3629999999999995,19,140491,3.9,2016-02-22,"[18, 27, 878]"
0,Radio Free Albemuth,3.632,25,139406,5.1,2010-01-01,"[18, 878, 53]"
1,Wapakman,1.773,2,138740,1.8,2009-12-25,"[28, 35, 878]"
2,Crawlspace,4.808,59,138496,4.7,2012-05-01,"[27, 878, 9648, 53]"
3,Girl vs. Monster,11.477,168,138038,6.3,2012-10-12,"[35, 878, 10751, 10770]"
4,Three's A Shroud,0.629,1,137900,3.0,2012-07-13,"[27, 878]"
5,They Crawl,4.3580000000000005,8,137749,4.9,2001-02-02,"[27, 878]"
6,Uncanny,7.814,97,137333,6.4,2015-01-31,"[878, 53]"
7,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,3.145,5,137261,3.8,2011-08-06,"[28, 12, 36, 878]"
8,Biohazard: Patient Zero,3.75,12,136972,5.0,2011-10-31,"[28, 878]"
9,Pixels,2.676,41,136921,7.2,2010-04-01,[878]
10,Return to Nuke 'Em High Volume 1,6.121,32,136585,5.3,2013-05-16,"[35, 27, 878]"
11,Dragon Wasps,0.6,17,136568,3.4,2012-09-17,"[28, 878]"
12,After the Dawn,0.84,1,136549,2.0,2012-04-22,"[27, 878]"
13,Lego Star Wars: The Empire Strikes Out,6.0310000000000015,42,136406,6.7,2012-09-24,"[28, 16, 35, 878, 10751]"
14,Alien Dawn,4.23,21,135877,2.4,2012-08-06,"[878, 53]"
15,Record/Play,1.596,5,135839,4.0,2012-09-21,[878]
16,Dublin 26.06.08: A Film in 4 Days,0.8059999999999999,0,135830,0.0,2008-06-29,"[16, 35, 80, 99, 18, 14, 10749, 878]"
17,Payload,1.025,3,135685,7.3,2011-06-21,[878]
18,Lake Placid: The Final Chapter,9.564,81,135309,4.6,2012-09-29,"[27, 878]"
19,Yesterday,1.548,3,135251,4.0,2009-09-26,"[28, 18, 878, 53]"
0,Firefly,2.502,4,135202,7.3,2005-06-11,"[18, 878, 53]"
1,Expiration,2.628,10,135064,5.3,2012-09-07,"[27, 878]"
2,Void,0.919,0,134650,0.0,2009-05-11,"[28, 53, 878]"
3,Atlas Shrugged: Part II,10.55,73,134371,5.5,2012-10-12,"[18, 878, 9648]"
4,For All Time,2.398,5,134196,6.4,2000-10-18,"[18, 878, 10770]"
5,Snow Shark: Ancient Snow Beast,1.227,8,133953,3.3,2011-10-12,"[27, 878]"
6,Re-Animator: 1942,0.6,2,133918,4.5,2008-04-25,"[27, 878]"
7,Endangered Species,3.091,9,133831,4.8,2002-11-14,"[878, 27, 53]"
8,Tears of Steel,2.6460000000000004,28,133701,5.4,2012-09-25,[878]
9,Grounded,0.735,3,133571,5.3,2012-01-18,[878]
10,Super Cyclone,4.061,24,133454,3.5,2012-09-18,"[28, 878]"
11,The Gift,1.7919999999999998,8,133194,6.6,2010-04-08,[878]
12,The Robinsons: Lost in Space,1.659,3,132772,6.0,2004-01-01,"[12, 878]"
13,Arrowhead Signal,0.865,5,132535,5.4,2012-09-09,[878]
14,Alien Fury: Countdown to Invasion,2.779,4,131948,3.3,2000-04-21,"[878, 53, 10770]"
15,Report 51,1.943,5,131885,1.7,2013-04-27,"[28, 878, 53]"
16,Aquanoids,1.911,5,131881,3.0,2003-02-02,"[27, 878]"
17,Guardian of the Realm,2.9530000000000003,5,131123,2.6,2004-06-13,"[27, 878]"
18,Time Travelers,0.633,0,130991,0.0,2012-10-13,[878]
19,The Corpse Grinders II,1.579,2,130018,3.5,2000-12-15,"[27, 878]"
0,Sheared,0.6,0,129896,0.0,2011-01-01,[878]
1,Eternity,1.858,8,129399,4.3,2013-01-01,"[878, 9648]"
2,Loom,2.414,23,129374,5.6,2012-08-30,[878]
3,Destination: Mars,0.625,1,128977,5.0,2007-09-18,"[99, 878]"
4,Arachnia,2.457,9,128866,2.8,2003-08-05,"[27, 878]"
5,Canary,0.993,1,126253,4.0,2009-03-01,"[53, 878]"
6,Invasions,0.6,0,125691,0.0,2009-01-01,"[16, 878]"
7,Mantera,2.323,6,125675,2.8,2012-05-12,"[28, 878]"
8,Antiviral,7.705,182,125490,5.8,2012-09-19,"[27, 878]"
9,Hobgoblins 2,1.928,2,125331,2.5,2009-06-23,"[27, 878]"
10,Pixel Perfect,5.617000000000001,51,124117,5.3,2004-11-13,"[10770, 10751, 878, 35]"
11,Jett Jackson: The Movie,3.575,9,124111,6.1,2001-06-08,"[28, 12, 35, 878, 10751]"
12,Area 51 Confidential,1.7919999999999998,2,123814,3.0,2011-09-24,"[27, 878]"
13,Electroshock,0.84,1,123805,5.0,2011-01-01,"[16, 14, 878]"
14,Sight,1.78,18,123337,6.7,2012-07-27,[878]
15,Sinbad: Beyond the Veil of Mists,3.964,12,123187,4.8,2000-03-24,"[14, 878, 10751]"
16,Doppelganger,0.984,2,122817,6.0,2001-04-21,"[35, 53, 878]"
17,The Ghostmaker,4.482,34,122372,5.1,2011-08-01,"[27, 878, 53]"
18,The Philadelphia Experiment,8.18,71,122293,4.6,2012-07-27,"[12, 9648, 878, 53]"
19,41,2.309,14,121803,5.9,2013-08-09,"[18, 878]"
0,One Hundred Mornings,1.9709999999999999,5,121662,4.6,2009-07-11,"[18, 878, 53]"
1,Camp Slaughter,1.284,3,121587,3.0,2004-01-17,"[27, 878]"
2,Errors of the Human Body,5.426,36,121565,5.6,2012-09-23,"[878, 53, 18]"
3,Ice 2020,6.688,28,121442,5.9,2011-01-02,"[28, 878, 53]"
4,X-Men: The Legend of Wolverine,1.304,2,121133,9.0,2003-04-29,"[28, 12, 14, 878]"
5,Jurassic Shark,4.065,46,120846,2.2,2012-09-21,"[28, 27, 878]"
6,The Secret Number,1.6740000000000002,11,120777,5.5,2012-06-15,"[18, 878, 53]"
7,The Awakened,1.2990000000000002,1,120749,4.0,2009-01-01,"[28, 27, 878]"
8,East,0.6,0,120740,0.0,2008-08-15,[878]
9,Three Inches,2.958,7,120370,6.0,2011-12-29,"[18, 28, 878]"
10,True Bloodthirst,8.379,28,120092,3.9,2012-07-14,"[10770, 878]"
11,Mass Effect: Paragon Lost,4.203,25,119685,6.3,2012-12-28,"[28, 16, 878]"
12,Marvel One-Shot: Item 47,14.985,240,119569,6.6,2012-09-13,"[28, 14, 878]"
13,Zombie 108,3.383,8,119471,4.5,2012-01-01,"[27, 878]"
14,Paranormal Incident,2.665,10,118988,3.6,2011-10-31,"[27, 878]"
15,L5,0.6,1,118723,5.0,2012-02-21,[878]
16,Love Wars,0.698,3,118676,7.0,2012-01-01,[878]
17,Titanoboa: Monster Snake,5.194,7,118664,6.7,2012-03-28,"[99, 878]"
18,Space Battleship Yamato 2199,2.09,5,118410,7.3,2012-04-07,"[28, 16, 878]"
19,Earthkiller,5.316,9,118332,1.6,2011-02-02,"[27, 878, 53]"
0,Shadow People,1.432,3,118288,4.5,2011-01-01,[878]
1,Bigfoot,4.553,31,117856,3.0,2012-06-30,"[27, 878, 12]"
2,Maicching Machiko! Begins,0.6,0,117827,0.0,2005-01-01,"[28, 35, 878, 53]"
3,The Canterville Ghost,0.6,0,117160,0.0,2002-01-01,"[14, 878, 10751]"
4,Mermaids: The Body Found,1.472,11,117124,3.6,2012-05-27,[878]
5,The Facility,4.6530000000000005,20,117120,4.8,2012-06-23,"[27, 878]"
6,Sharkman,3.556,11,117023,3.5,2001-01-01,"[27, 878]"
7,Arachnoquake,5.519,36,116463,3.9,2012-06-23,"[27, 878]"
8,Midori-ko,0.8440000000000001,0,116299,0.0,2011-09-24,"[16, 27, 878]"
9,The Tomorrow Man,1.214,1,116298,3.0,2002-04-05,"[878, 53]"
10,The History of Future Folk,5.8729999999999976,34,115199,6.8,2012-06-15,"[35, 878, 10402]"
11,Piranhaconda,8.56,42,115084,3.3,2012-06-16,"[35, 27, 878]"
12,Storage 24,6.119,74,114958,4.3,2012-06-29,"[27, 878]"
13,Lost Woods,2.339,5,114730,3.8,2012-03-04,"[28, 27, 878, 53]"
14,1313: Hercules Unbound!,1.867,3,114587,1.3,2012-07-01,"[28, 878]"
15,Starship Troopers: Invasion,12.675,215,114478,5.7,2012-07-21,"[28, 16, 878]"
16,What Where,0.992,2,114469,6.5,2000-09-08,"[18, 878]"
17,Prometheus Triumphant: A Fugue in the Key of Flesh,0.745,2,114131,5.5,2009-01-01,"[27, 878]"
18,Interkosmos,0.7440000000000001,2,114044,6.0,2006-01-06,"[18, 878]"
19,Jersey Shore Shark Attack,4.018,19,114003,4.2,2012-06-09,"[28, 878, 10770]"
0,Lizard Boy,0.6,1,113984,2.0,2011-08-16,"[28, 35, 27, 878]"
1,Savage,2.775,2,113678,7.0,2011-07-24,"[27, 878, 53]"
2,VGL-Hung!,1.805,4,113431,5.3,2007-01-01,"[35, 878, 10749]"
3,Frankenstein Created Bikers,1.452,1,113323,6.0,2016-04-02,"[27, 878, 28, 53, 80]"
4,Alien Origin,3.665,15,113040,1.9,2012-06-12,"[14, 878, 53]"
5,Stranded,4.218,5,112648,3.8,2002-01-20,"[28, 12, 878]"
6,Keroro Gunso the Super Movie 3: Keroro vs. Keroro Great Sky Duel,0.812,4,112538,5.5,2008-03-10,"[16, 35, 878]"
7,Ghosts with Shit Jobs,1.8359999999999999,1,112119,5.0,2012-05-07,"[35, 18, 878]"
8,Branded,5.7589999999999995,113,112090,4.7,2012-09-06,[878]
9,Atlantis,1.213,0,112044,0.0,2008-09-19,"[18, 878, 53]"
10,The Collapsed,3.261,18,111901,3.8,2011-07-02,"[18, 27, 878]"
11,Experiment,3.1660000000000004,6,111438,4.4,2005-06-10,"[53, 878]"
12,Android Insurrection,3.0839999999999996,8,111234,1.7,2012-06-21,[878]
13,The 25th Reich,2.742,13,111208,4.5,2012-05-09,"[28, 12, 14, 878]"
14,Iron Soldier,2.588,1,111196,1.0,2010-06-24,"[28, 878]"
15,For the Cause,3.6439999999999997,5,110977,4.1,2000-11-15,[878]
16,The Ride,0.6,3,110806,5.2,2003-11-02,"[14, 18, 35, 99, 878]"
17,Dark Fantasies,1.379,1,110673,6.0,2010-10-09,"[14, 878]"
18,Gingerdead Man 3: Saturday Night Cleaver,3.049,17,110588,4.8,2011-09-13,"[35, 27, 878]"
19,Dark Waters,3.5260000000000002,11,110545,4.2,2003-12-09,"[28, 27, 878, 53]"
0,Spike,1.574,4,110530,2.8,2008-06-20,"[14, 27, 878, 10749]"
1,Descendents,3.4210000000000003,7,110372,4.7,2008-04-07,"[27, 53, 878]"
2,Plan 9.1 from Outer Space,0.6,1,110271,0.5,2009-05-15,"[878, 16]"
3,Astronaut: The Last Push,4.296,37,110122,5.5,2012-06-01,[878]
4,New Alcatraz,5.081,24,110004,3.3,2001-05-21,"[28, 27, 878]"
5,Mega Scorpions,1.7990000000000002,3,109563,3.8,2003-03-28,"[28, 35, 27, 878]"
6,Do Geese See God?,0.6,1,109198,6.0,2004-11-23,"[14, 878]"
7,Monarch of the Moon,1.244,2,109128,4.5,2006-05-10,"[35, 878, 28]"
8,Housewives from Another World,3.16,7,108369,6.1,2010-05-06,"[35, 878]"
9,Goobers!,1.37,0,107866,0.0,2012-05-22,"[14, 878, 10751]"
10,Metal Man,3.666,13,107185,1.8,2008-02-09,"[28, 878]"
11,Ghost Recon: Alpha,4.945,54,107170,7.3,2012-05-03,"[28, 878, 53, 10752]"
12,The Eden Formula,3.028,3,107114,3.0,2006-09-01,"[878, 53, 10770]"
13,Seattle Superstorm,4.797,24,107100,4.9,2012-03-31,"[28, 878]"
14,Gagamboy,1.272,2,106926,6.0,2004-12-29,"[28, 35, 14, 878]"
15,Re-Kill,4.96,47,106845,4.7,2015-10-16,"[27, 878]"
16,Codependent Lesbian Space Alien Seeks Same,2.501,4,105538,3.5,2012-01-06,"[35, 878, 10749]"
17,Mega Cyclone,4.68,22,105485,5.4,2011-12-29,"[28, 878, 10770]"
18,Battlestar Galactica: The Plan,7.851,227,105077,6.7,2009-11-21,"[28, 18, 878]"
19,Frankie,1.896,5,104738,5.6,2011-06-01,[878]
0,Overturn: Awakening of the Warrior,0.6,0,104620,0.0,2013-03-14,"[28, 878, 18, 9648]"
1,Alien Tornado,5.705,22,104185,4.0,2012-04-21,"[28, 878, 53]"
2,1313: Bermuda Triangle,1.636,3,103710,2.0,2012-05-01,"[14, 878]"
3,Adventures of Thunderstorm: Return of Thor,3.0639999999999996,6,103696,2.0,2011-05-02,"[12, 28, 53, 878]"
4,Hirokin: The Last Samurai,6.891,23,103551,3.9,2012-04-23,"[28, 12, 18, 878]"
5,Zombie Night,2.951,8,102758,3.7,2003-10-16,"[35, 27, 878]"
6,Dark Watchers: The Women in Black,2.457,3,102156,1.7,2012-04-01,[878]
7,Mock Up on Mu,2.0869999999999997,5,102039,6.0,2008-01-14,"[35, 878]"
8,Hulk vs. Thor,8.054,102,101907,6.2,2009-01-27,"[28, 16, 14, 878]"
9,Gravity was everywhere back then,0.6,1,101576,5.0,2010-05-10,[878]
10,Happy End,0.6,3,101259,4.3,2009-10-01,"[18, 878, 10749]"
11,Phil the Alien,2.398,5,100983,4.6,2004-09-11,"[28, 35, 878]"
12,Swine,0.626,1,100689,6.0,2010-01-01,"[28, 878]"
13,Destination: Infestation,4.106,10,100192,3.7,2007-07-02,"[28, 18, 878, 53]"
14,Nazis at the Center of the Earth,5.8870000000000005,49,100089,3.4,2012-04-23,"[12, 28, 27, 878, 53]"
15,Time Kid,0.767,3,99953,5.7,2003-01-01,"[16, 878, 10751]"
16,Marco Polo: Return to Xanadu,1.464,1,99927,8.0,2001-01-01,"[878, 10751]"
17,I Am Here....Now,4.703,18,99847,4.0,2009-12-01,"[14, 878, 53]"
18,Alien Opponent,3.0039999999999996,9,99220,5.6,2011-08-05,"[28, 35, 878]"
